Protein Id,Gene Symbol,Description,Group ID,Number of peptides,Collapsed?,GFP5-1 Sum,GFP5-2 Sum,GFP9-1 Sum,GFP9-2 Sum,Me2.14-1 Sum,Me2.14-2 Sum,Me3.8-1 Sum,Me3.8-2 Sum,O2.9-1 Sum,O2.9-2 Sum,O2.10-1 Sum
sp|Q8K2T8|PAF1_MOUSE,Paf1,PAF1_MOUSE RNA polymerase II-associated factor 1 homolog,2214,14,C,1945.52,2101.6,1989.85,2071.72,2091.74,2044.12,2227.25,2013.56,1737.04,1669.82,1793.41
sp|Q8K2U2|ALKB6_MOUSE,Alkbh6,ALKB6_MOUSE Alpha-ketoglutarate-dependent dioxygenase alkB homolog 6,5965,2,C,36.4082,29.8965,37.4384,31.5033,60.9778,59.7844,59.3019,47.8514,56.1364,51.8511,41.8585
sp|Q8K2V6|IPO11_MOUSE,Ipo11,IPO11_MOUSE Importin-11,3683,13,C,2125.27,2516.13,2308.31,2450.91,2204.54,2352.07,2482.08,2422.51,2276.63,2367.29,2351.37
sp|Q8K2W6|PHF13_MOUSE,Phf13,PHF13_MOUSE PHD finger protein 13,6117,1,C,233.561,265.083,186.937,209.037,175.886,165.37,221.505,189.733,166.994,172.198,145.423
sp|Q8K2X3|STN1_MOUSE,Obfc1,STN1_MOUSE CST complex subunit STN1,4354,5,C,598.617,585.467,549.049,629.872,474.412,502.028,569.145,474.445,524.302,688.542,573.689
sp|Q8K2Y0|RN219_MOUSE,Rnf219,RN219_MOUSE RING finger protein 219,4250,7,C,794.322,842.923,710.053,776.659,782.91,778.246,921.82,880.457,655.612,628.451,551.874
sp|Q8K2Y7|RM47_MOUSE,Mrpl47,"RM47_MOUSE 39S ribosomal protein L47, mitochondrial",4679,6,C,536.421,595.511,613.327,500.853,646.831,645.796,551.985,535.636,496.349,562.3,678.118
sp|Q8K2Y9|CCM2_MOUSE,Ccm2,CCM2_MOUSE Malcavernin,3197,2,C,227.544,266.772,226.159,232.858,183.866,190.267,176.071,166.529,212.647,207.415,182.511
sp|Q8K2Z2|PRP39_MOUSE,Prpf39,PRP39_MOUSE Pre-mRNA-processing factor 39,5569,5,C,504.803,450.545,510.007,517.109,589.569,559.241,608.59,565.766,499.994,464.338,514.223
sp|Q8K2Z4|CND1_MOUSE,Ncapd2,CND1_MOUSE Condensin complex subunit 1,1145,47,C,6766.94,5784.77,5645.52,5353.58,6011.62,6191.84,7025.8,7731.42,7595.17,7787.99,5630
sp|Q8K301|DDX52_MOUSE,Ddx52,DDX52_MOUSE Probable ATP-dependent RNA helicase DDX52,4324,11,C,1460.08,804.487,1563.74,1187.33,1697.54,1650.11,1372.72,1908.63,1367.04,1408.63,2895.67
sp|Q8K305|NSL1_MOUSE,Nsl1,NSL1_MOUSE Kinetochore-associated protein NSL1 homolog,2606,4,C,345.196,371.604,370.438,375.137,411.989,435.633,456.019,448.809,441.845,442.497,396.608
sp|Q8K310|MATR3_MOUSE,Matr3,MATR3_MOUSE Matrin-3,1057,28,C,3715,4199.9,3619.79,3907.4,4122.17,4667.72,4289.43,3938.17,4758.32,4684.52,2999.37
sp|Q8K327|CHAP1_MOUSE,Champ1,CHAP1_MOUSE Chromosome alignment-maintaining phosphoprotein 1,466,19,C,1872.27,2107.89,1843.69,2025.22,2258.26,2397.48,2308.54,2102.2,1860.93,1826.84,1972.46
sp|Q8K337|I5P2_MOUSE,Inpp5b,"I5P2_MOUSE Type II inositol 1,4,5-trisphosphate 5-phosphatase",3448,9,C,1207.56,1309.82,1464.82,1483.18,1405.49,1394.63,1844.53,1731.53,1230.69,1177.04,981.309
sp|Q8K339|KIN17_MOUSE,Kin,KIN17_MOUSE DNA/RNA-binding protein KIN17,4462,8,C,1455.73,1366.52,1410.93,1310.06,1483.77,1475.43,1196.52,1307.43,1070.82,1110.92,1408.68
sp|Q8K354|CBR3_MOUSE,Cbr3,CBR3_MOUSE Carbonyl reductase [NADPH] 3,2783,11,C,557.951,672.471,1031.06,1188.68,1416.1,1545.77,1732.39,1510.21,628.531,560.66,1225.06
sp|Q8K358|PIGU_MOUSE,Pigu,PIGU_MOUSE Phosphatidylinositol glycan anchor biosynthesis class U protein,6013,3,C,328.12,101.191,356.466,156.572,379.612,337.276,244.556,426.521,344.958,383.956,448.222
sp|Q8K363|DDX18_MOUSE,Ddx18,DDX18_MOUSE ATP-dependent RNA helicase DDX18,1444,30,C,5200.41,3282.85,6113.65,4715.94,6819.5,6069.91,5774.42,6862.61,5407.21,5363.23,7812.17
sp|Q8K368|FANCI_MOUSE,Fanci,FANCI_MOUSE Fanconi anemia group I protein homolog,1480,8,C,984.767,1034.42,969.749,1054.87,1089.19,1239.63,1323.74,1287.83,1385.36,1397.62,1156.06
sp|Q8K370|ACD10_MOUSE,Acad10,ACD10_MOUSE Acyl-CoA dehydrogenase family member 10,6356,1,C,50.6954,56.7683,44.3701,36.2294,54.7926,50.1692,33.633,35.0053,65.427,66.0311,56.8199
sp|Q8K371|AMOL2_MOUSE,Amotl2,AMOL2_MOUSE Angiomotin-like protein 2,466,1,C,26.1559,32.3022,29.6064,32.5341,35.7781,38.8433,36.7045,27.7585,24.6954,17.7797,19.3387
sp|Q8K382|DEN1A_MOUSE,Dennd1a,DEN1A_MOUSE DENN domain-containing protein 1A,3656,1,C,140.492,119.862,130,153.106,166.295,136.06,129.623,82.4857,145.987,92.2678,147.878
sp|Q8K385|FRRS1_MOUSE,FRRS1,FRRS1_MOUSE Ferric-chelate reductase 1,4017,1,C,25.7907,18.813,29.5281,23.3328,22.311,24.4081,14.6345,17.5079,14.7467,12.0519,40.2799
sp|Q8K389|CK5P2_MOUSE,Cdk5rap2,CK5P2_MOUSE CDK5 regulatory subunit-associated protein 2,466,14,C,1475.65,1767.24,1562.2,1780.42,1308.03,1322.05,1445.21,1302.38,1489.15,1438.38,1156.74
sp|Q8K394|PLCL2_MOUSE,Plcl2,PLCL2_MOUSE Inactive phospholipase C-like protein 2,5368,1,C,28.7672,34.3186,31.7856,30.8515,29.3568,42.0356,31.6866,47.3896,30.1598,43.8187,39.0207
sp|Q8K396|MND1_MOUSE,Mnd1,MND1_MOUSE Meiotic nuclear division protein 1 homolog,3975,1,C,29.4517,25.4699,27.2441,25.6406,31.0794,22.1693,32.8041,25.7761,30.756,22.8956,28.0264
sp|Q8K3A0|HSC20_MOUSE,Hscb,"HSC20_MOUSE Iron-sulfur cluster co-chaperone protein HscB, mitochondrial",5652,1,C,65.155,59.0073,54.4679,52.4889,132.037,132.371,92.1574,92.7717,100.29,88.2293,132.49
sp|Q8K3A2|TRPT1_MOUSE,Trpt1,TRPT1_MOUSE tRNA 2'-phosphotransferase 1,4535,1,C,33.9087,26.3716,19.0113,39.018,37.0948,34.2758,38.7499,40.3178,50.3275,57.597,54.6242
sp|Q8K3A9|MEPCE_MOUSE,Mepce,MEPCE_MOUSE 7SK snRNA methylphosphate capping enzyme,3141,6,C,597.724,704.509,728.082,722.511,918.551,1005.78,910.648,894.125,779.746,764.911,901.075
sp|Q8K3B1|FBSP1_MOUSE,Fbxo45,FBSP1_MOUSE F-box/SPRY domain-containing protein 1,2901,2,C,126.682,152.276,126.078,154.267,91.9255,78.9139,113.831,85.667,85.8166,69.4936,76.7359
sp|Q8K3C3|LZIC_MOUSE,Lzic,LZIC_MOUSE Protein LZIC,3565,4,C,912.595,1098.53,717.929,860.155,575.826,576.886,766.373,608.976,577.897,513.849,553.363
sp|Q8K3D3-2|SWI5_MOUSE,Swi5,SWI5_MOUSE Isoform 2 of DNA repair protein SWI5 homolog,466,7,C,2463.7,2595.63,2550.69,2453.06,1408.8,1290.84,1446.09,1285.79,1716.58,1582.98,1455.47
sp|Q8K3E5|AHI1_MOUSE,Ahi1,AHI1_MOUSE Jouberin,6111,1,C,19.7647,15.2613,23.0399,22.9215,41.4104,31.0307,24.1292,30.5529,33.3268,37.7915,30.9903
sp|Q8K3G5|VRK3_MOUSE,Vrk3,VRK3_MOUSE Inactive serine/threonine-protein kinase VRK3,6340,1,C,122.243,130.292,123.101,141.286,97.78,89.3394,64.7679,62.5836,125.913,129.327,126.166
sp|Q8K3G9|DP13B_MOUSE,Appl2,DP13B_MOUSE DCC-interacting protein 13-beta,4491,4,C,348.06,395.735,423.922,498.35,292.423,304.04,361.784,292.225,394.411,398.819,298.4
sp|Q8K3H0|DP13A_MOUSE,Appl1,DP13A_MOUSE DCC-interacting protein 13-alpha,465,17,C,1553.43,1768.09,1445.43,1715.52,1279.49,1268.73,1495.46,1254.84,1212.67,1148.75,1205.41
sp|Q8K3I9|GLCI1_MOUSE,Glcci1,GLCI1_MOUSE Glucocorticoid-induced transcript 1 protein,6286,1,C,56.6051,71.1947,37.1201,45.9247,49.8246,44.9661,39.4533,37.5914,57.166,63.0614,57.821
sp|Q8K3J1|NDUS8_MOUSE,Ndufs8,"NDUS8_MOUSE NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",5040,4,C,573.109,630.119,713.721,670.656,730.133,684.089,586.13,551.809,399.083,352.498,580.194
sp|Q8K3J5|ZN131_MOUSE,Znf131,ZN131_MOUSE Zinc finger protein 131,5619,1,C,44.0474,38.3265,43.1748,43.9737,59.6744,49.0326,63.2191,53.5227,48.1539,41.128,42.4794
sp|Q8K3K7|PLCB_MOUSE,Agpat2,PLCB_MOUSE 1-acyl-sn-glycerol-3-phosphate acyltransferase beta,2426,3,C,603.972,189.73,715.818,331.808,876.602,786.173,485.182,832.364,624.914,680.105,995.96
sp|Q8K3K8|OPTN_MOUSE,Optn,OPTN_MOUSE Optineurin,1663,18,C,2308.81,2995.88,1595.98,1820.71,1873.58,1864.22,2323.02,2004.23,1751.44,1700.84,1889.22
sp|Q8K3W0|BRE_MOUSE,Bre,BRE_MOUSE BRCA1-A complex subunit BRE,4368,5,C,470.192,497.579,461.675,458.498,522.726,503.989,526.048,530.505,553.378,562.392,584.845
sp|Q8K3W3|CASC3_MOUSE,Casc3,CASC3_MOUSE Protein CASC3,5034,4,C,475.17,733.626,480.766,603.213,535.673,632.145,538.926,460.621,583.706,546.116,374.541
sp|Q8K3X4|I2BPL_MOUSE,Irf2bpl,I2BPL_MOUSE Interferon regulatory factor 2-binding protein-like,60,10,C,981.518,1146.82,1159.75,1249.5,923.401,1009.75,971.778,813.682,871.073,797.852,942.708
sp|Q8K3Z9|PO121_MOUSE,Pom121,PO121_MOUSE Nuclear envelope pore membrane protein POM 121,2329,14,C,841.506,414.107,932.698,612.805,1141.52,1024.41,762.637,1178.35,804.186,871.6,1265.19
sp|Q8K400|STXB5_MOUSE,Stxbp5,STXB5_MOUSE Syntaxin-binding protein 5,3647,5,C,715.78,723.225,796.697,888.959,424.356,434.137,525.602,391.09,593.315,524.706,471.359
sp|Q8K409|DPOLB_MOUSE,Polb,DPOLB_MOUSE DNA polymerase beta,4095,6,C,777.903,790.417,793.111,744.304,665.464,625.652,605.936,605.257,610.399,617.416,693.193
sp|Q8K411|PREP_MOUSE,Pitrm1,"PREP_MOUSE Presequence protease, mitochondrial",1734,35,C,4382.1,5004.42,4456.46,4058.14,5554.39,5657.9,4472.19,4699.71,5775.31,6058.34,5412.03
sp|Q8K440|ABC8B_MOUSE,Abca8b,ABC8B_MOUSE ATP-binding cassette sub-family A member 8-B,4580,2,C,299.496,334.741,302.727,339.001,318.473,339.989,340.261,269.775,335.868,349.231,260.987
sp|Q8K4B0|MTA1_MOUSE,Mta1,MTA1_MOUSE Metastasis-associated protein MTA1,1314,16,C,3283.64,3771.08,3821.52,3845.67,3457.99,3549.89,3976.47,3739.22,3283.92,3307.61,3216.57
sp|Q8K4E0|ALMS1_MOUSE,Alms1,ALMS1_MOUSE Alstrom syndrome protein 1 homolog,6051,1,C,34.958,61.3335,33.2042,27.3111,36.9234,39.287,54.2759,41.7853,42.3803,60.9796,30.7625
sp|Q8K4F5|ABHDB_MOUSE,Abhd11,ABHDB_MOUSE Alpha/beta hydrolase domain-containing protein 11,5322,4,C,418.692,528.483,389.494,387.798,406.52,433.378,378.763,281.48,351.804,370.663,562.861
sp|Q8K4G5|ABLM1_MOUSE,Ablim1,ABLM1_MOUSE Actin-binding LIM protein 1,1564,18,C,2096.11,2323.81,2567.64,2718.82,1967.13,2003.46,4630.69,4035.91,2224.86,2294.05,2008.97
sp|Q8K4I3|ARHG6_MOUSE,Arhgef6,ARHG6_MOUSE Rho guanine nucleotide exchange factor 6,3292,3,C,1053.13,1212.85,1080.72,1092.26,1159.61,1104.52,1108.19,1063.59,1055.34,1121.04,1132.22
sp|Q8K4J6|MKL1_MOUSE,Mkl1,MKL1_MOUSE MKL/myocardin-like protein 1,885,8,C,774.937,927.921,749.309,784.705,982.364,997.198,1301.02,1362.8,859.016,830.193,891.26
sp|Q8K4K6|PANK1_MOUSE,Pank1,PANK1_MOUSE Pantothenate kinase 1,129,2,C,246.424,193.023,219.33,229.569,295.628,282.105,260.911,314.61,321.932,329.655,378.751
sp|Q8K4L0|DDX54_MOUSE,Ddx54,DDX54_MOUSE ATP-dependent RNA helicase DDX54,1738,14,C,1856.12,1048.32,1968.37,1604.07,2389.2,2348.22,1547.12,2091.72,1716.11,1736.41,2368.52
sp|Q8K4L3|SVIL_MOUSE,Svil,SVIL_MOUSE Supervillin,2293,19,C,1812.64,1557.02,2263.81,2066.68,2811.35,2807.27,2364.12,2759.82,1399.36,1428.13,2074.45
sp|Q8K4L4|POF1B_MOUSE,Pof1b,POF1B_MOUSE Protein POF1B,4616,1,C,121.425,80.1677,193.602,127.516,183.454,99.9878,104.01,68.9944,75.3411,122.913,125.136
sp|Q8K4M5|COMD1_MOUSE,Commd1,COMD1_MOUSE COMM domain-containing protein 1,5670,1,C,26.3962,22.6973,20.3011,23.204,22.5908,19.4271,17.722,19.0166,19.0686,19.0605,19.5487
sp|Q8K4P0|WDR33_MOUSE,Wdr33,WDR33_MOUSE pre-mRNA 3' end processing protein WDR33,2072,15,C,1472.23,1589.1,1352.08,1406.16,1195.69,1255.45,1140.02,1055.4,1104.35,1070.66,734.557
sp|Q8K4R9|DLGP5_MOUSE,Dlgap5,DLGP5_MOUSE Disks large-associated protein 5,1990,21,C,3225.53,2410.88,2797.69,2220.44,2918.89,2753.75,2629.52,3099.29,2764.16,2924.42,3111.27
sp|Q8K4X7|PLCD_MOUSE,Agpat4,PLCD_MOUSE 1-acyl-sn-glycerol-3-phosphate acyltransferase delta,3108,5,C,931.755,302.792,783.379,423.326,646.421,664.464,362.252,595.667,624.988,659.154,821.305
sp|Q8K4Z3|NNRE_MOUSE,Apoa1bp,NNRE_MOUSE NAD(P)H-hydrate epimerase,2712,5,C,379.236,455.993,368.728,421.253,520.55,555.158,519.598,486.179,636.726,640.21,462.57
sp|Q8K4Z5|SF3A1_MOUSE,Sf3a1,SF3A1_MOUSE Splicing factor 3A subunit 1,1093,27,C,3097.33,3558.32,3370.96,3638.98,3333.05,3420.55,3455.4,2903.19,3175.21,3039.31,2524.78
sp|Q8N1N4|K2C78_HUMAN_contaminant,KRT78,"K2C78_HUMAN_contaminant Keratin, type II cytoskeletal 78",466,10,C,1377.18,737.473,1856.02,1997.97,2075.48,1117.74,1421.52,1064.34,884.009,1059.77,893.501
sp|Q8N7N5|DCAF8_MOUSE,Dcaf8,DCAF8_MOUSE DDB1- and CUL4-associated factor 8,4556,13,C,1095.32,1253.02,1107.77,1154.26,1279.27,1321.21,1379.56,1203.21,1175.6,1223.21,1137.94
sp|Q8N9S3|AHSA2_MOUSE,Ahsa2,AHSA2_MOUSE Activator of 90 kDa heat shock protein ATPase homolog 2,2512,15,C,1994.34,2454.51,1948.14,2294.48,1573.44,1680.24,1497.86,1350.3,1436.51,1337.6,1817.64
sp|Q8QZS1|HIBCH_MOUSE,Hibch,"HIBCH_MOUSE 3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",1061,12,C,1493.37,1671.16,1679.19,1668.31,2059.58,2022.87,1951.47,1951.01,2106.08,2038.17,2862.76
sp|Q8QZS3|FLCN_MOUSE,Flcn,FLCN_MOUSE Folliculin,6101,2,C,82.1569,78.4683,90.1515,94.9388,87.1017,87.1919,75.1555,67.604,85.0832,81.854,108.426
sp|Q8QZT1|THIL_MOUSE,Acat1,"THIL_MOUSE Acetyl-CoA acetyltransferase, mitochondrial",3395,19,C,2247.53,2671.82,2578.78,2736.48,3463.88,3682.54,4208.39,3662.44,2965.86,2875.63,2688.42
sp|Q8QZV7|ASUN_MOUSE,Asun,ASUN_MOUSE Protein asunder homolog,3123,7,C,1209.45,1418.75,1237.41,1327.56,1393.52,1426.14,1613.28,1454.45,1221.72,1197.45,1168.12
sp|Q8QZX2|HAUS3_MOUSE,Haus3,HAUS3_MOUSE HAUS augmin-like complex subunit 3,4259,16,C,2499.15,2718.06,2466.2,2593.57,2065.93,2143.53,2474.22,2110.21,2168.21,2127.75,1322.87
sp|Q8QZY1|EIF3L_MOUSE,Eif3l,EIF3L_MOUSE Eukaryotic translation initiation factor 3 subunit L,3618,23,C,3670.43,3463.16,3830.47,3546.33,3930.45,3718.08,3924.88,4105.91,3382.24,3242.4,4099.48
sp|Q8QZY6|TSN14_MOUSE,Tspan14,TSN14_MOUSE Tetraspanin-14,4904,3,C,836.512,781.766,617.109,561.091,401.952,410.17,453.046,433.271,524.235,516.031,457.241
sp|Q8QZY9|SF3B4_MOUSE,Sf3b4,SF3B4_MOUSE Splicing factor 3B subunit 4,2270,6,C,614.885,664.228,626.325,663.632,677.993,649.698,644.603,564.097,579.843,581.999,643.103
sp|Q8QZZ7|TPRKB_MOUSE,Tprkb,TPRKB_MOUSE EKC/KEOPS complex subunit Tprkb,5683,2,C,116.49,123.773,95.2213,116.948,126.553,125.382,125.31,111.774,102.281,91.1532,125.404
sp|Q8R001|MARE2_MOUSE,Mapre2,MARE2_MOUSE Microtubule-associated protein RP/EB family member 2,3350,4,C,1110.55,1122.97,758.506,810.436,614.877,639.945,813.149,712.953,736.957,666.828,343.716
sp|Q8R003|MBNL3_MOUSE,Mbnl3,MBNL3_MOUSE Muscleblind-like protein 3,379,1,C,39.2316,43.1673,61.2751,62.6129,47.3421,40.6687,90.3476,69.3491,93.9595,98.4033,56.8574
sp|Q8R010|AIMP2_MOUSE,Aimp2,AIMP2_MOUSE Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,482,9,C,907.114,863.036,815.226,973.322,799.544,786.172,899.83,872.144,987.742,944.362,1006.6
sp|Q8R015|BL1S5_MOUSE,Bloc1s5,BL1S5_MOUSE Biogenesis of lysosome-related organelles complex 1 subunit 5,3753,4,C,308.326,335.307,313.723,360.582,324.283,326.264,265.504,229.636,333.444,316.054,339.296
sp|Q8R016|BLMH_MOUSE,Blmh,BLMH_MOUSE Bleomycin hydrolase,2486,13,C,2249.42,2219.48,2098.66,2198.29,1790.05,1788.34,2204.48,2169.44,1436.88,1592.07,831.939
sp|Q8R035|ICT1_MOUSE,Ict1,"ICT1_MOUSE Peptidyl-tRNA hydrolase ICT1, mitochondrial",5732,3,C,518.163,593.32,622.658,545.625,652.051,721.416,533.849,627.611,651.936,667.981,755.45
sp|Q8R050|ERF3A_MOUSE,Gspt1,ERF3A_MOUSE Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,2691,15,C,2065.52,2416.75,1883.56,2344.26,2242.14,2693.19,2462.25,2173.72,2250.32,2244.26,1679.71
sp|Q8R059|GALE_MOUSE,Gale,GALE_MOUSE UDP-glucose 4-epimerase,2577,2,C,605.733,740.023,586.141,621.653,169.48,185.006,317.721,278.714,401.138,387.81,205.824
sp|Q8R060|ZWILC_MOUSE,Zwilch,ZWILC_MOUSE Protein zwilch homolog,2825,7,C,1177.86,1292.21,1045.8,1221.18,1280.4,1289.54,1427,1256.84,1242.55,1096.81,937.753
sp|Q8R079|BFAR_MOUSE,Bfar,BFAR_MOUSE Bifunctional apoptosis regulator,6379,1,C,21.035,8.80077,15.1825,13.1435,15.0765,12.0485,7.99671,14.8184,13.4536,13.8189,16.4325
sp|Q8R080|GTSE1_MOUSE,Gtse1,GTSE1_MOUSE G2 and S phase-expressed protein 1,606,17,C,2377.47,2327.89,2129.42,1949.27,2749.01,2626.72,2567.24,2640.86,1859.9,1966.68,2150.21
sp|Q8R086|SUOX_MOUSE,Suox,"SUOX_MOUSE Sulfite oxidase, mitochondrial",4322,6,C,943.659,1147.54,810.151,888.056,1036.75,1135.79,1407.05,1195.08,774.137,762.747,1119.68
sp|Q8R087|B4GT7_MOUSE,B4galt7,"B4GT7_MOUSE Beta-1,4-galactosyltransferase 7",5462,2,C,255.957,219.372,264.903,239.76,275.262,270.676,202.67,266.078,219.857,235.749,358.219
sp|Q8R088|GLP3L_MOUSE,Golph3l,GLP3L_MOUSE Golgi phosphoprotein 3-like,5409,1,C,228.616,270.133,209.135,265.866,183.963,177.203,178.344,155.308,180.014,178.807,169.563
sp|Q8R0A0|T2FB_MOUSE,Gtf2f2,T2FB_MOUSE General transcription factor IIF subunit 2,834,5,C,553.332,596.721,631.559,654.43,547.945,543.093,511.399,532.883,440.722,436.117,568.131
sp|Q8R0F3|SUMF1_MOUSE,Sumf1,SUMF1_MOUSE Sulfatase-modifying factor 1,4152,4,C,243.179,331.102,195.81,361.221,278.238,270.381,296.384,244.993,361.699,345.538,225.263
sp|Q8R0F5|RBMX2_MOUSE,Rbmx2,"RBMX2_MOUSE RNA-binding motif protein, X-linked 2",2124,3,C,385.122,397.194,400.608,363.878,419.501,428.293,392.302,377.039,385.757,371.965,380.344
sp|Q8R0F6|ILKAP_MOUSE,Ilkap,ILKAP_MOUSE Integrin-linked kinase-associated serine/threonine phosphatase 2C,2059,10,C,1402.12,1610.59,1614.75,1674.12,1527.28,1504.45,1632.44,1402.76,1523.91,1413.85,1350.13
sp|Q8R0G7|SPNS1_MOUSE,Spns1,SPNS1_MOUSE Protein spinster homolog 1,6065,1,C,75.2839,75.8801,69.2838,81.1898,58.3986,64.366,54.5848,56.627,39.3129,41.165,76.1503
sp|Q8R0G9|NU133_MOUSE,Nup133,NU133_MOUSE Nuclear pore complex protein Nup133,1000,29,C,3534.37,3788.88,3458.91,3738.28,3351.87,3409.98,3810.29,3425.21,3332.44,3164.86,3145.92
sp|Q8R0H9|GGA1_MOUSE,Gga1,GGA1_MOUSE ADP-ribosylation factor-binding protein GGA1,2415,5,C,761.79,742.632,686.329,709.745,685.805,624.951,755.088,657.493,720.822,690.155,646.203
sp|Q8R0J7|VP37B_MOUSE,Vps37b,VP37B_MOUSE Vacuolar protein sorting-associated protein 37B,4397,5,C,361.986,387.631,426.078,450.589,436.182,466.482,452.322,415.397,323.749,322.015,413.02
sp|Q8R0K4|CC137_MOUSE,Ccdc137,CC137_MOUSE Coiled-coil domain-containing protein 137,3955,5,C,943.287,713.459,1034.07,781.928,1208.21,1080.79,912.462,1123.57,948.357,1009.24,1345.68
sp|Q8R0K9|E2F4_MOUSE,E2f4,E2F4_MOUSE Transcription factor E2F4,733,4,C,354.367,539.57,431.93,493.695,342.873,382.091,465.379,422.767,484.065,534.174,409.983
sp|Q8R0P4|AAMDC_MOUSE,Aamdc,AAMDC_MOUSE Mth938 domain-containing protein,4540,5,C,457.88,552.632,393.525,450.984,456.596,463.851,534.911,467.934,531.139,521.331,501.3
sp|Q8R0S2|IQEC1_MOUSE,Iqsec1,IQEC1_MOUSE IQ motif and SEC7 domain-containing protein 1,564,7,C,732.655,587.706,527.768,432.549,692.403,708.637,579.071,596.554,965.916,1040.72,566.245
sp|Q8R0T2|ZN768_MOUSE,Znf768,ZN768_MOUSE Zinc finger protein 768,3960,1,C,31.453,29.4258,25.5707,26.3326,33.792,31.0362,28.1337,21.1273,37.1678,21.3508,23.8139
sp|Q8R0W0|EPIPL_MOUSE,Eppk1,EPIPL_MOUSE Epiplakin,466,15,C,2120.9,2247.07,2311.05,2440.4,1960.5,1959.08,1835.97,1800.92,2263.97,2238.05,2145.86
sp|Q8R0W6|NFIP1_MOUSE,Ndfip1,NFIP1_MOUSE NEDD4 family-interacting protein 1,3204,4,C,384.511,342.189,261.608,242.686,236.526,226.49,206.539,206.01,214.571,223.019,172.527
sp|Q8R0X2|CACL1_MOUSE,Cacul1,CACL1_MOUSE CDK2-associated and cullin domain-containing protein 1,3044,1,C,32.0065,56.8831,26.8043,47.5482,31.139,31.6035,34.7119,26.2933,41.545,35.853,26.3316
sp|Q8R0X7|SGPL1_MOUSE,Sgpl1,SGPL1_MOUSE Sphingosine-1-phosphate lyase 1,229,18,C,2787.69,804.793,3735.04,1653.22,2171.36,2015.13,1135.86,2152.19,2503.06,3025.64,4974.43
sp|Q8R105|VP37C_MOUSE,Vps37c,VP37C_MOUSE Vacuolar protein sorting-associated protein 37C,5443,2,C,88.4807,121.158,78.9542,100.135,70.0822,75.3101,68.9256,64.7249,105.775,87.0975,64.0319
sp|Q8R107|PRLD1_MOUSE,Prelid1,"PRLD1_MOUSE PRELI domain-containing protein 1, mitochondrial",2621,1,C,128.017,119.253,121.985,113.087,140.108,148.551,115.259,122.479,119.864,123.85,91.9777
sp|Q8R123|FAD1_MOUSE,Flad1,FAD1_MOUSE FAD synthase,1235,6,C,351.974,378.329,365.088,404.024,405.831,426.331,413.713,403.667,320.858,329.515,552.939
sp|Q8R127|SCPDL_MOUSE,Sccpdh,SCPDL_MOUSE Saccharopine dehydrogenase-like oxidoreductase,560,4,C,237.512,141.238,236.761,169.706,324.599,322.2,249.364,343.729,322.833,340.026,357.361
sp|Q8R138|TM119_MOUSE,Tmem119,TM119_MOUSE Transmembrane protein 119,2409,5,C,310.115,312.788,372.734,371.44,318.866,380.723,173.906,154.714,865.289,922.147,394.53
sp|Q8R143|PTTG_MOUSE,Pttg1ip,PTTG_MOUSE Pituitary tumor-transforming gene 1 protein-interacting protein,573,4,C,1317.99,1223.05,1409.18,1347.61,636.733,579.302,520.286,579.268,1266.54,1257.75,929.545
sp|Q8R146|APEH_MOUSE,Apeh,APEH_MOUSE Acylamino-acid-releasing enzyme,1009,19,C,2161.03,2431.23,2355.6,2608.88,2459.43,2550.55,2576.84,2097.47,2505.86,2321.74,2052.49
sp|Q8R149|BUD13_MOUSE,Bud13,BUD13_MOUSE BUD13 homolog,3734,4,C,139.345,123.989,139.929,136.958,186.817,170.912,163.856,153.606,113.654,115.099,148.656
sp|Q8R151|ZNFX1_MOUSE,Znfx1,ZNFX1_MOUSE NFX1-type zinc finger-containing protein 1,2707,21,C,1876.69,1294.72,1739.45,1413.73,2045.06,1919.52,1972.4,2548.03,1928.64,1998.81,1548.96
sp|Q8R164|BPHL_MOUSE,Bphl,BPHL_MOUSE Valacyclovir hydrolase,4635,5,C,502.219,585.173,608.882,577.936,879.061,969.925,644.41,626.345,1157.74,1069.65,1414.42
sp|Q8R173|ZDHC3_MOUSE,Zdhhc3,ZDHC3_MOUSE Palmitoyltransferase ZDHHC3,1950,1,C,35.5509,21.5372,31.6627,38.4968,46.8407,46.5385,45.1226,43.4558,31.1092,32.1114,40.8986
sp|Q8R179|KBTB4_MOUSE,Kbtbd4,KBTB4_MOUSE Kelch repeat and BTB domain-containing protein 4,5207,1,C,386.394,405.889,424.869,424.145,309.232,321.062,366.913,362.453,304.431,314.356,378.422
sp|Q8R180|ERO1A_MOUSE,Ero1l,ERO1A_MOUSE ERO1-like protein alpha,2602,10,C,374.24,364.243,399.346,430.217,901.321,922.529,1488.19,1546.19,537.46,513.517,738.418
sp|Q8R1A4|DOCK7_MOUSE,Dock7,DOCK7_MOUSE Dedicator of cytokinesis protein 7,1377,43,C,6248.89,6548.52,6520.9,6865.37,5557.9,5925.94,5705.37,5589.63,4825.58,4906.77,4259.8
